鄉鎮市區,交易標的,土地移轉總面積(平方公尺),使用分區或編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
三民區,房地(土地+建物),2919,住,1050202,土地1建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,820927,94.68,3,2,1,有,無,有,11000,116,無,0,0,
岡山區,房地(土地+建物),82,住,1050127,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,760915,162.49,4,2,3,有,無,有,20000,123,無,0,0,
左營區,房地(土地+建物),46.51,其他,1050126,土地1建物1車位0,一層,2,住宅大樓(11層含以上有電梯),住商用,841013,100.37,0,0,0,無,無,無,24200,241,無,0,0,只租一樓
苓雅區,房地(土地+建物),66,商,1050116,土地1建物1車位0,全,4,透天厝,,751208,201.88,5,3,4,有,無,無,23000,114,無,0,0,
苓雅區,房地(土地+建物),29.05,住,1050205,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),,731214,107.97,3,2,2,有,無,無,7000,65,無,0,0,
苓雅區,房地(土地+建物),36.95,其他,1050124,土地1建物1車位0,全,3,透天厝,,670105,36.95,0,1,1,有,無,有,6000,162,無,0,0,
苓雅區,房地(土地+建物),10.09,商,1050206,土地1建物1車位0,七層,12,住宅大樓(11層含以上有電梯),,700425,83.83,2,2,2,有,有,有,13800,165,無,0,0,
前鎮區,房地(土地+建物),69,其他,1050215,土地1建物1車位0,全,4,透天厝,住商用,690618,193.92,5,3,4,有,無,有,16000,83,無,0,0,
前鎮區,建物,0,商,1050130,土地0建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,950614,196.16,4,2,2,有,有,有,18000,92,坡道平面,33.08,0,
鹽埕區,房地(土地+建物),8.7,商,1050130,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,1040323,191.24,4,2,3,有,有,有,35000,183,無,0,0,
鹽埕區,房地(土地+建物),6.87,商,1050206,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,1040323,152.88,3,2,2,有,有,有,28000,183,無,0,0,
左營區,房地(土地+建物),12.49,住,1050130,土地1建物1車位0,十九層,20,住宅大樓(11層含以上有電梯),住家用,870217,172.03,4,2,2,有,有,有,28000,163,無,0,0,租19樓加20樓，本物件是樓中樓
左營區,房地(土地+建物),10.53,其他,1050215,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,941012,112.22,3,2,2,有,有,有,15000,134,無,0,0,
三民區,房地(土地+建物),71,其他,1050127,土地1建物1車位0,全,2,透天厝,住商用,550414,119.18,3,2,3,有,無,無,20000,168,無,0,0,
三民區,建物,66,住,1050215,土地0建物1車位0,見其他登記事項,5,店面(店鋪),,770625,260.07,0,0,0,無,無,無,29000,112,無,0,0,
三民區,建物,0,工,1050127,土地0建物1車位0,一層,1,工廠,,710817,247.59,0,0,0,無,無,無,80000,,無,0,0,分段式租金105/3/1-107/2/28每月租金80000元，107/3/1-109/2/29每月租金82400元，109/3/1-111/2/28每月租金84800元，111/3/1-113/2/29每月租金87300元，113/3/1-115/2/28每月租金90000元。
左營區,建物,0,住,1050130,土地0建物1車位0,一層,15,店面(店鋪),住商用,1001202,128.33,1,2,2,有,有,無,24000,187,無,0,0,
左營區,房地(土地+建物),4.63,商,1050216,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,1031104,64.29,2,1,1,有,有,有,16500,257,無,0,0,
三民區,房地(土地+建物),158.93,商,1021128,土地1建物1車位0,見其他登記事項,3,店面(店鋪),,700515,875.14,0,0,0,無,無,無,105000,120,無,0,0,
鼓山區,房地(土地+建物),80.43,住,1011220,土地1建物1車位0,全,5,透天厝,住商用,950525,227.6,5,2,3,有,無,有,30000,132,無,0,0,
前金區,房地(土地+建物),0,住,1020407,土地1建物1車位0,六層,22,住宅大樓(11層含以上有電梯),住家用,910618,70.58,2,1,1,有,有,有,12000,170,無,0,0,
前金區,房地(土地+建物),0,住,1020818,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,1010926,150.36,3,2,2,有,有,有,30000,200,無,0,0,
前鎮區,房地(土地+建物),2.41,住,1040513,土地1建物1車位0,二十層,20,住宅大樓(11層含以上有電梯),住家用,831001,42.08,2,1,1,有,有,有,12000,285,無,0,0,
苓雅區,建物,0,商,1050217,土地0建物1車位0,九層,12,辦公商業大樓,,781109,7.87,0,0,0,無,有,無,2300,292,無,0,0,
新興區,建物,0,商,1050217,土地0建物1車位0,八層,10,辦公商業大樓,,651124,55.27,0,0,0,無,有,無,9000,163,無,0,0,
苓雅區,房地(土地+建物),0,住,1020813,土地1建物1車位0,七層,17,住宅大樓(11層含以上有電梯),,780114,153.12,4,2,2,有,有,無,14000,91,無,0,0,
新興區,房地(土地+建物),8.69,商,1050125,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,960413,93.66,3,1,1,有,有,有,20800,222,無,0,0,含管理費及網路費
前鎮區,房地(土地+建物),4.58,其他,1050216,土地1建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,830809,41.73,3,2,2,有,無,有,15000,359,無,0,0,
楠梓區,房地(土地+建物),365.1,其他,1030601,土地1建物2車位0,全,2,透天厝,住商用,930813,416.5,0,0,0,無,無,有,135000,324,無,0,0,
左營區,房地(土地+建物),12.34,住,1050217,土地1建物1車位0,見其它登記事項,11,住宅大樓(11層含以上有電梯),住商用,840123,65.79,2,1,2,有,無,無,18000,274,無,0,0,
三民區,房地(土地+建物),25.66,商,1050216,土地1建物1車位0,全,3,透天厝,,611108,63.42,0,0,0,無,無,無,18000,284,無,0,0,
三民區,建物,0,商,1011230,土地0建物1車位0,一層,12,住宅大樓(11層含以上有電梯),住商用,831012,125.02,0,0,0,無,有,無,12000,96,無,0,0,
三民區,建物,0,住,1020606,土地0建物1車位0,三層,26,住宅大樓(11層含以上有電梯),住家用,841219,46.06,1,1,1,有,有,有,6500,141,無,0,0,
三民區,建物,87,商,1020507,土地0建物1車位0,全,5,透天厝,住商用,860312,303.06,6,2,5,有,無,無,26000,86,無,0,0,
三民區,建物,0,商,1020501,土地0建物1車位0,見其他登記事項,18,住宅大樓(11層含以上有電梯),,781116,217.35,0,0,0,無,有,無,10000,46,無,0,0,
三民區,房地(土地+建物),67,住,1050129,土地1建物1車位0,全,4,透天厝,,741101,199.93,4,2,3,有,無,無,25000,125,無,0,0,
三民區,房地(土地+建物),4.85,商,1050125,土地1建物1車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,830105,50.77,1,1,1,有,有,有,10000,197,無,0,0,
左營區,房地(土地+建物),23.38,住,1030503,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),,750530,84.75,2,2,1,有,無,有,7000,83,無,0,0,
左營區,房地(土地+建物),14.15,住,1011222,土地1建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,790615,187.42,4,2,2,有,有,無,18000,96,無,0,0,
左營區,房地(土地+建物),7.78,住,1020817,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,831104,83.78,2,2,1,有,有,有,12000,143,無,0,0,
左營區,房地(土地+建物),198,住,1050122,土地2建物1車位0,全,3,透天厝,住家用,561120,163.6,2,2,3,有,無,無,35000,214,無,0,0,
左營區,房地(土地+建物),165.41,住,1020407,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,830513,212.45,3,1,2,有,無,無,20000,94,無,0,0,
仁武區,房地(土地+建物),86.65,住,1050130,土地1建物1車位0,全,4,透天厝,住商用,830316,193.93,5,2,4,有,無,有,20000,103,無,0,0,
鳳山區,房地(土地+建物),61,其他,1030513,土地1建物1車位0,全,2,透天厝,住家用,620316,80.84,2,2,2,有,無,有,6000,74,無,0,0,
鳳山區,房地(土地+建物),75,住,1050120,土地1建物1車位0,全,3,透天厝,住商用,380703,99.36,0,0,0,無,無,有,100000,1006,無,0,0,
鼓山區,房地(土地+建物)+車位,11.19,住,1050218,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,1011025,125.63,3,2,2,有,有,有,27000,215,坡道機械,6.78,0,
鼓山區,房地(土地+建物),19.74,商,1050217,土地1建物1車位0,九層,24,住宅大樓(11層含以上有電梯),住家用,1020409,281.5,4,2,2,有,有,有,50000,178,無,0,0,
前金區,房地(土地+建物),8.08,商,1050125,土地2建物1車位0,五層,12,住宅大樓(11層含以上有電梯),,700602,92.08,3,2,2,有,有,有,13000,141,無,0,0,
新興區,建物,0,商,1050219,土地0建物1車位1,十一層,12,辦公商業大樓,,800312,148.96,0,0,0,無,有,無,16000,107,升降平面,0,0,租金含一個平面車位
鼓山區,房地(土地+建物),52.2,住,1050122,土地1建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,790822,329.55,5,2,3,有,無,有,20000,61,無,0,0,
新興區,建物,0,,1050203,土地0建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,1020517,121.77,2,1,1,有,有,有,26000,214,坡道平面,0,0,
三民區,房地(土地+建物),161.55,住,1050219,土地2建物1車位0,一層,5,店面(店鋪),住家用,1030501,79.46,0,0,0,無,無,無,45000,566,無,0,0,全棟5層，只租賃1樓
苓雅區,建物,0,商,1050204,土地0建物1車位0,全,4,透天厝,,630219,321.62,2,2,2,有,無,無,35000,109,無,0,0,
苓雅區,建物,0,商,1050219,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),,670414,53.27,1,1,1,有,無,有,7000,131,無,0,0,租金含第四台
新興區,建物,0,商,1050222,土地0建物1車位0,全,3,透天厝,,501110,53,0,0,0,無,無,無,15000,283,無,0,0,
新興區,房地(土地+建物),12.51,商,1050205,土地1建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),,750721,131.98,4,2,2,有,有,有,22000,167,無,0,0,
鼓山區,房地(土地+建物)+車位,14.85,住,1050201,土地1建物1車位0,八層,24,住宅大樓(11層含以上有電梯),住家用,970826,173.46,3,2,2,有,有,有,37000,213,坡道平面,19.6,0,租金含管理費，車位，家具家電。不含水電、瓦斯費。租金內含12%稅金及健保補充費。
鼓山區,房地(土地+建物),16.42,住,1050205,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,940531,126.6,3,2,2,有,有,有,16000,126,無,0,0,租金含管理費。不含水電瓦斯費租屋不得違法使用。
前鎮區,建物,0,商,1050205,土地0建物1車位0,全,3,透天厝,,641013,125.19,0,0,0,無,無,無,40000,320,無,0,0,
小港區,房地(土地+建物),78,住,1050220,土地1建物1車位0,全,5,透天厝,住商用,820415,300.74,9,2,5,有,無,有,20000,67,無,0,0,
小港區,房地(土地+建物),88,住,1050224,土地1建物1車位0,全,4,透天厝,住商用,961112,246.18,5,2,4,有,無,有,28000,114,無,0,0,
鼓山區,房地(土地+建物),88,住,1020312,土地1建物1車位0,全,5,透天厝,住商用,990908,283.5,0,0,0,無,無,無,65000,229,無,0,0,
鼓山區,房地(土地+建物)+車位,21.85,住,1050218,土地1建物1車位1,二十一層,25,住宅大樓(11層含以上有電梯),住家用,950221,225.47,3,2,2,有,有,有,41000,182,坡道平面,18.79,0,
仁武區,建物,106,住,1050222,土地0建物1車位0,一層,3,店面(店鋪),住家用,761218,26.88,1,1,1,有,無,無,19000,707,無,0,0,承租1至2樓  租賃層次無法更改.在此備註急出租急承租。
三民區,房地(土地+建物)+車位,39.76,住,1050222,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,1030610,236.25,3,2,2,有,有,有,45000,190,坡道平面,28.02,0,
三民區,房地(土地+建物),12.24,其他,1040415,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),,730921,217.35,2,1,1,有,無,無,40000,184,無,0,0,
左營區,房地(土地+建物),72.13,住,1050224,土地1建物2車位0,一層,14,店面(店鋪),住商用,840729,339.45,0,0,0,無,有,有,65000,191,無,0,0,1.本案有兩個門牌號碼2.租賃層次為一至三層
三民區,建物,0,住,1050224,土地0建物1車位0,全,3,透天厝,,571102,49.72,0,0,0,無,無,無,12000,241,無,0,0,
岡山區,建物,96.96,住,1050225,土地0建物1車位0,一層,13,住宅大樓(11層含以上有電梯),住商用,950512,122.34,0,0,0,無,有,無,33000,270,無,0,0,"原建物是大樓的1-2樓,只租一樓使用。租金含車位及管理費用。"
新興區,房地(土地+建物),12.73,商,1050217,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,981222,212.44,4,2,2,有,有,有,50000,235,無,0,0,
前鎮區,房地(土地+建物),1.28,住,1050128,土地1建物1車位0,六層,37,住宅大樓(11層含以上有電梯),住家用,880209,28.26,1,1,1,有,無,有,7800,276,無,0,0,
前鎮區,房地(土地+建物),5.94,商,1050223,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,1000125,76.98,2,1,1,有,有,有,20000,260,無,0,0,
鼓山區,建物,12.61,住,1050225,土地0建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,941215,94.65,2,1,1,有,有,無,12000,127,無,0,0,
苓雅區,建物,0,商,1050225,土地0建物1車位0,一層,35,店面(店鋪),住商用,860421,157.24,2,2,3,有,有,無,15000,95,無,0,0,
苓雅區,建物,0,商,1050225,土地0建物1車位0,一層,35,店面(店鋪),住商用,860421,166.78,2,2,3,有,有,無,15000,90,無,0,0,
三民區,房地(土地+建物),76.39,住,1050219,土地1建物1車位0,全,3,透天厝,,670922,92.52,5,2,4,有,無,有,15000,162,無,0,0,
三民區,房地(土地+建物)+車位,6.42,商,1050215,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,1021023,86.52,2,1,1,有,有,有,19500,225,升降機械,5.93,0,
三民區,房地(土地+建物),104.83,住,1040203,土地2建物1車位0,全,4,透天厝,住家用,1010411,220.26,5,2,3,有,無,有,30000,136,無,0,0,
左營區,建物,4.75,住,1050223,土地0建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,1001028,64.68,2,2,1,有,有,有,16000,247,無,0,0,租金含管理費.每次交3個月
左營區,房地(土地+建物),6.77,住,1050218,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,1030327,86.36,2,1,1,有,有,有,20000,232,無,0,0,
左營區,房地(土地+建物),29.35,其他,1050225,土地1建物1車位0,一層,8,華廈(10層含以下有電梯),住商用,820209,200.81,4,3,3,有,有,無,50000,249,無,0,0,1至3樓
苓雅區,房地(土地+建物),15.34,商,1050203,土地1建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),,770113,175.46,3,2,2,有,無,無,17000,97,無,0,0,
苓雅區,房地(土地+建物),88,商,1050206,土地1建物1車位0,全,4,透天厝,,730724,317.4,2,0,4,有,無,無,40000,126,無,0,0,
苓雅區,房地(土地+建物),112,商,1050227,土地1建物1車位0,一層,5,店面(店鋪),,701119,74.42,0,0,0,無,無,無,40000,537,無,0,0,
苓雅區,建物,0,商,1050225,土地0建物1車位0,一層,35,店面(店鋪),住商用,860421,205.62,1,3,2,有,有,無,18000,88,無,0,0,
苓雅區,房地(土地+建物),67.23,商,1050228,土地3建物1車位0,一層,12,店面(店鋪),,741102,149.54,0,0,0,無,有,無,49000,328,無,0,0,
鼓山區,房地(土地+建物),111.34,商,1050216,土地1建物1車位0,全,5,透天厝,住商用,970908,411.91,0,0,0,無,無,無,70000,170,無,0,0,
鼓山區,建物,25.48,住,1050226,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),,721015,89.22,3,2,2,有,無,無,11500,129,無,0,0,
三民區,房地(土地+建物),26.15,住,1050225,土地1建物1車位0,一層,12,住宅大樓(11層含以上有電梯),,790319,255.45,5,2,3,有,無,無,30000,117,無,0,0,
三民區,房地(土地+建物),33.33,住,1050229,土地2建物1車位0,五層,5,公寓(5樓含以下無電梯),,681012,77.95,3,2,2,有,無,有,10000,128,無,0,0,
三民區,建物,15.83,住,1050228,土地0建物1車位0,五層,16,住宅大樓(11層含以上有電梯),住家用,830502,105.45,3,2,2,有,有,有,15000,142,無,0,0,
鼓山區,房地(土地+建物)+車位,25.42,住,1050227,土地1建物1車位1,十一層,26,住宅大樓(11層含以上有電梯),住家用,1020313,273.76,4,2,2,有,有,有,53000,194,坡道平面,16.6,0,
三民區,房地(土地+建物),14.78,商,1050229,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),,791110,71.94,3,2,2,有,無,無,9500,132,無,0,0,
左營區,房地(土地+建物),146.88,住,1050301,土地1建物1車位0,全,4,透天厝,住家用,890103,359.99,5,2,3,有,無,有,28000,78,無,0,0,
鳳山區,房地(土地+建物),28.2,住,1050303,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,700504,67.01,3,2,2,有,無,有,8000,119,無,0,0,
三民區,房地(土地+建物),26.87,住,1050224,土地1建物1車位0,見其他登記事項,14,住宅大樓(11層含以上有電梯),住商用,820116,159.27,3,2,3,有,無,有,20000,126,無,0,0,
鳳山區,建物,11.42,其他,1050205,土地0建物1車位0,八層,27,住宅大樓(11層含以上有電梯),住家用,851203,162.53,4,2,2,有,無,有,17000,105,無,0,0,
前鎮區,房地(土地+建物),5.55,商,1050204,土地1建物1車位0,七層,37,住宅大樓(11層含以上有電梯),住家用,880209,139.43,3,2,2,有,有,有,20000,143,無,0,0,
苓雅區,房地(土地+建物),5.41,商,1050301,土地1建物1車位0,六層,35,住宅大樓(11層含以上有電梯),住家用,860421,126.69,3,2,2,有,有,有,15000,118,無,0,0,
新興區,房地(土地+建物),99,商,1050227,土地1建物1車位0,全,4,透天厝,,660112,351.95,0,0,0,無,無,無,36500,104,無,0,0,
苓雅區,房地(土地+建物),6.29,商,1050225,土地1建物1車位0,十八層,35,住宅大樓(11層含以上有電梯),住家用,860421,161.78,3,2,2,有,有,有,21000,130,無,0,0,含管理費
前鎮區,房地(土地+建物)+車位,21.97,商,1050205,土地1建物1車位1,十六層,19,住宅大樓(11層含以上有電梯),住家用,981224,315.41,4,2,3,有,有,有,55000,174,坡道平面,0,0,
前鎮區,房地(土地+建物),7.62,商,1050211,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,1000125,112.79,2,2,1,有,有,有,22000,195,無,0,0,
鼓山區,房地(土地+建物),22.51,住,1050224,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),,730214,83.15,3,2,2,有,無,有,10000,120,無,0,0,
鳳山區,房地(土地+建物),89,住,1050219,土地1建物1車位0,全,3,透天厝,住商用,661201,185.91,0,0,0,無,無,無,20000,108,無,0,0,
三民區,房地(土地+建物),14.78,住,1050217,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,1010926,112.74,3,2,1,有,有,有,17000,151,無,0,0,含管理費
楠梓區,房地(土地+建物),71.17,住,1050226,土地1建物1車位0,全,4,透天厝,住家用,911119,171.21,5,2,4,有,無,有,25000,146,無,0,0,
楠梓區,房地(土地+建物),71.17,住,1050229,土地1建物1車位0,全,4,透天厝,住家用,911119,171.21,5,2,4,有,無,有,25000,146,無,0,0,
左營區,房地(土地+建物),85,住,1050227,土地1建物1車位0,全,4,透天厝,,741213,40.33,0,0,1,有,無,無,36000,893,無,0,0,
三民區,建物,13.1,住,1050305,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,1030409,100.62,2,1,1,有,有,有,14000,139,無,0,0,
三民區,房地(土地+建物),69.46,住,1050305,土地1建物1車位0,全,3,透天厝,,660215,143.19,0,0,3,有,無,無,32000,223,無,0,0,
三民區,房地(土地+建物)+車位,18.16,住,1050227,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,1010926,134.94,2,2,1,有,有,無,15604,116,坡道平面,22.2,0,
三民區,房地(土地+建物),21.25,住,1050223,土地1建物1車位0,六層,8,華廈(10層含以下有電梯),住家用,820201,133.63,3,2,2,有,有,有,12000,90,無,0,0,
鼓山區,房地(土地+建物),16.63,住,1050229,土地1建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,930610,123.71,3,2,2,有,無,無,16000,129,無,0,0,
前鎮區,房地(土地+建物)+車位,16.48,住,1050206,土地1建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,941028,81.8,2,2,1,有,有,有,18000,220,坡道平面,28.8,0,
前鎮區,房地(土地+建物),23.3,其他,1050307,土地1建物1車位0,一層,14,住宅大樓(11層含以上有電梯),住家用,910619,88.5,3,2,2,有,無,無,12000,136,無,0,0,
