左營區,建物,高雄市左營區文川路211~240號,55.53,商,1050815,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030716,93.93,2,1,1,有,有,有,18000,192,,0,0,,RPQQMLSKQHLFFEE76CC
左營區,房地(土地+建物)+車位,高雄市左營區重愛路241~270號,9.96,商,1050727,土地1建物1車位1,二十四層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021202,205.28,3,2,2,有,有,有,38000,185,坡道機械,10.55,0,,RPXQMLSKQHLFFEE47CC
三民區,房地(土地+建物),高雄市三民區大德街91~120號,12.07,住,1050812,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830203,72.54,2,1,1,有,無,有,8500,117,,0,0,,RPVOMLTKQHLFFDE07CC
左營區,房地(土地+建物)+車位,高雄市左營區城峰路1~30號,19.81,住,1050816,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970410,183.63,4,2,2,有,有,有,28000,152,坡道平面,18.1,0,,RPRNMLTKQHLFFEE66CC
左營區,建物,高雄市左營區自由二路121~150號,0,住,1050723,土地0建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800703,210.32,4,2,2,有,有,無,14000,67,坡道平面,0,0,,RPPPMLTKQHLFFEE66CC
鼓山區,房地(土地+建物),高雄市鼓山區青海路61~90號,11.55,住,1050813,土地1建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940202,86.07,2,2,1,有,有,有,15000,174,,0,0,,RPQNMLTKQHLFFAE78CC
前金區,房地(土地+建物),高雄市前金區中華三路91~120號,2.55,住,1050802,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040703,91.28,2,2,1,有,有,有,29000,318,,0,0,,RPUNMLTKQHLFFAE56CC
前鎮區,房地(土地+建物),高雄市前鎮區民權二路511~540號,18.79,住,1050722,土地1建物1車位0,六層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970307,396.9,5,2,4,有,有,有,85000,214,,0,0,,RPQNMLTKQHLFFCE98CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中山二路181~210號,16.18,商,1050723,土地1建物1車位0,六層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030715,240.75,4,2,2,有,有,有,60000,249,坡道平面,41.03,0,,RPRNMLTKQHLFFCE09CC
新興區,房地(土地+建物)+車位,高雄市新興區民生二路31~60號,10.25,商,1050812,土地2建物1車位1,十一層,30,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,900326,313.59,4,2,2,有,有,有,43000,137,坡道平面,14.5,0,,RPPNMLTKQHLFFBE78CC
苓雅區,房地(土地+建物)+車位,高雄市苓雅區中正一路211~240號,13.1,商,1050816,土地1建物1車位1,三層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010705,248.63,4,2,2,有,有,有,40000,161,坡道平面,16.55,0,,RPSNMLTKQHLFFBE09CC
前鎮區,房地(土地+建物),高雄市前鎮區瑞隆路601~630號,111,住,1050815,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,580701,141.97,2,2,2,有,無,無,33000,232,,0,0,,RPPNMLKLQHLFFCE08CC
鳳山區,房地(土地+建物),高雄市鳳山區鎮東路91~120號,22.46,住,1050817,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700421,66.62,3,2,2,有,無,有,6000,90,,0,0,,RPPNMLKLQHLFFGE48CC
林園區,房地(土地+建物),高雄市林園區溪州二路301~330號,72,住,1050812,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,810706,193.56,4,2,3,有,無,有,7000,36,,0,0,,RPPNMLKLQHLFFLE98CC
鳳山區,房地(土地+建物),高雄市鳳山區中崙二路580巷1~30號,35.91,商,1050820,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830818,108.42,3,2,1,有,無,無,9000,83,,0,0,,RPTNMLMLQHLFFGE09CC
三民區,房地(土地+建物),高雄市三民區建工路421~450號,335,商,1050822,土地2建物2車位0,一層,4,店面(店鋪),住商用,鋼筋混凝土造,650203,310.5,0,0,0,無,無,無,115000,370,,0,0,,RPROMLMLQHLFFDE68CC
左營區,房地(土地+建物)+車位,高雄市左營區重建路31~60號,15.88,商,1050818,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931129,155.58,3,2,2,有,有,有,13162,85,坡道平面,14.2,0,,RPPPMLMLQHLFFEE68CC
苓雅區,房地(土地+建物),高雄市苓雅區新光路62巷1~30號,5.42,住,1050816,土地1建物1車位0,十九層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860421,127.36,3,2,2,有,無,有,16000,126,,0,0,,RPTNMLMLQHLFFBE58CC
前金區,建物,高雄市前金區新盛二街61~90號,3000,商,1050823,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950303,111.54,3,1,1,有,無,無,16000,143,,0,0,,RPPNMLNLQHLFFAE18CC
楠梓區,建物,高雄市楠梓區德賢路541~570號,11.58,住,1050818,土地0建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000913,87.48,3,2,1,有,有,有,15000,171,坡道平面,18.65,0,,RPRNMLNLQHLFFEE78CC
左營區,房地(土地+建物),高雄市左營區自由二路301~330號,272,商,1050817,土地1建物1車位0,一層,4,店面(店鋪),住商用,鋼筋混凝土造,980410,151.06,0,0,0,無,無,無,130000,861,,0,0,,RPTOMLNLQHLFFEE09CC
左營區,建物,高雄市左營區自由二路91~120號,0,,1050726,土地0建物1車位0,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860303,72.5,2,2,1,有,有,無,7000,97,,0,0,,RPPPMLNLQHLFFEE78CC
大寮區,建物,高雄市大寮區中正路61~90號,0,住,1050808,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,610210,26.44,1,0,0,無,無,有,8000,303,,0,0,,RPSNMLOLQHLFFLE17DC
左營區,房地(土地+建物),高雄市左營區文川路181~210號,17.01,商,1050818,土地1建物2車位0,一層,15,店面(店鋪),住商用,鋼筋混凝土造,991228,242.89,0,0,0,無,無,無,55000,226,,0,0,,RPXOMLOLQHLFFEE96CC
